date_key,date,day,week,month,quarter,year
D002544,21-06-2020,21,3rd Week,6,Q2,2020
D002545,25-07-2016,25,4th Week,7,Q3,2016
D002546,13-09-2020,13,2nd Week,9,Q3,2020
D002547,23-10-2017,23,4th Week,10,Q4,2017
D002548,10-03-2017,10,2nd Week,3,Q1,2017
D002549,12-01-2020,12,2nd Week,1,Q1,2020
D002550,07-10-2019,7,1st Week,10,Q4,2019
D002551,21-03-2017,21,3rd Week,3,Q1,2017
D002552,08-11-2018,8,2nd Week,11,Q4,2018
D002553,03-08-2018,3,1st Week,8,Q3,2018
D002554,14-08-2019,14,2nd Week,8,Q3,2019
D002555,13-03-2020,13,2nd Week,3,Q1,2020
D002556,03-11-2018,3,1st Week,11,Q4,2018
D002557,28-05-2015,28,4th Week,5,Q2,2015
D002558,01-09-2017,1,1st Week,9,Q3,2017
D002559,11-02-2014,11,2nd Week,2,Q1,2014
D002560,25-04-2016,25,4th Week,4,Q2,2016
D002561,25-11-2019,25,4th Week,11,Q4,2019
